DATE,2G JAKARTA RAYA,2G JAVA,2G KALISUMAPA,2G SUMATERA,2G NATIONAL,2G JAKARTA RAYA MW,2G JAVA MW,2G SUMATERA MW,2G NATIONAL MW,2G JAKARTA RAYA SP,2G JAVA SP,2G KALISUMAPA SP,2G SUMATERA SP,2G NATIONAL SP,2G Blended 75 Sites MW,2G Blended 75 Sites SP,2G Blended 75 Sites,4G JAKARTA RAYA,4G JAVA,4G KALISUMAPA,4G SUMATERA,4G NATIONAL,4G JAKARTA RAYA MW,4G JAVA MW,4G SUMATERA MW,4G NATIONAL MW,4G JAKARTA RAYA SP,4G JAVA SP,4G KALISUMAPA SP,4G SUMATERA SP,4G NATIONAL SP,4G Blended 75 Sites MW,4G Blended 75 Sites SP,4G Blended 75 Sites,Threshold
25-Aug-25,0.995493482,0.998394913,0.998120038,0.988385256,0.995009107,0.99495289,0.998641144,0.986915934,0.995275584,0.99781022,0.99797634,0.998120038,0.989028728,0.994570407,0.978166539,0.999367202,0.983372001,0.997587738,0.99911619,0.999094784,0.997680114,0.998071796,0.997295503,0.999134965,0.997739387,0.997849105,0.999195408,0.99907245,0.999094784,0.99764762,0.998576015,0.984820437,0.999791041,0.987257208,0.997
26-Aug-25,0.995219401,0.997760073,0.998243742,0.990739919,0.995181407,0.99474081,0.997742495,0.990914704,0.995278099,0.997271993,0.997790033,0.998243742,0.990663392,0.995022036,0.986223982,0.999324696,0.989440653,0.997704754,0.998925774,0.999196287,0.998071518,0.998152235,0.997526013,0.998953464,0.998314641,0.997996731,0.998687989,0.998861097,0.999196287,0.997938019,0.998504316,0.994741266,0.999206026,0.995471288,0.997
27-Aug-25,0.994905363,0.997672405,0.998195849,0.988657935,0.994578157,0.994195108,0.997636566,0.991774856,0.995002455,0.997956045,0.997733216,0.998195849,0.987293277,0.993879163,0.987961767,0.998278265,0.990468665,0.99790022,0.998872873,0.998928118,0.997594229,0.99814612,0.99765759,0.998758195,0.99887943,0.998075673,0.99923898,0.999140536,0.998928118,0.996882755,0.998306202,0.991286682,0.999143019,0.992561609,0.997
28-Aug-25,0.99588638,0.998041149,0.995917962,0.987624897,0.994845075,0.995418256,0.998305427,0.99283605,0.996044158,0.997898116,0.997590746,0.995917962,0.985344052,0.992866882,0.985884353,0.998910549,0.989083162,0.998499051,0.999051228,0.99845325,0.997686576,0.998507377,0.998324032,0.999167121,0.998441388,0.998569977,0.999466143,0.998780566,0.99845325,0.997267546,0.998364892,0.990108576,0.999378643,0.99161628,0.997
29-Aug-25,0.995924025,0.997553276,0.996518863,0.990845161,0.995397331,0.995462737,0.998276547,0.989968935,0.995774093,0.997907406,0.996320199,0.996518863,0.991228669,0.994775563,0.985515893,0.992215132,0.987160779,0.998224059,0.998792014,0.998589607,0.997846243,0.998325142,0.998050056,0.999026613,0.997214188,0.998247023,0.999185673,0.998244425,0.998589607,0.998193059,0.99850238,0.992845767,0.988335666,0.992113914,0.997
30-Aug-25,0.997129905,0.998365465,0.997058167,0.990157118,0.996070698,0.996822305,0.998429762,0.992049729,0.996836566,0.998450423,0.998255855,0.997058167,0.989328895,0.994808043,0.993722174,0.994319064,0.993868729,0.998779668,0.999225195,0.998782467,0.997945932,0.998755416,0.998770397,0.999443647,0.998398311,0.998924514,0.998830913,0.998715275,0.998782467,0.997697117,0.998371624,0.995424524,0.995202947,0.995388135,0.997
31-Aug-25,0.996808751,0.998236236,0.998093859,0.991508863,0.99620097,0.996318413,0.997812659,0.991843371,0.996327533,0.998914566,0.998958291,0.998093859,0.991362379,0.995992246,0.993472508,0.999745365,0.995012706,0.998705463,0.99920065,0.999311219,0.997561611,0.998657658,0.998582007,0.999032726,0.997808288,0.998637624,0.999387957,0.999592343,0.999311219,0.997426045,0.998703098,0.99380329,0.999451852,0.994729963,0.997
1-Sep-25,0.995983314,0.99782833,0.993073844,0.98885955,0.994973651,0.99562001,0.997778451,0.992787049,0.995997561,0.997544597,0.997913356,0.993073844,0.987139656,0.99328437,0.972847169,0.999177162,0.979311952,0.998052044,0.998978928,0.996143996,0.997121654,0.998087941,0.997996296,0.998971177,0.99856908,0.998320272,0.998360314,0.998997025,0.996143996,0.996322113,0.997559861,0.986929442,0.999788849,0.989049742,0.997
2-Sep-25,0.995061822,0.996188772,0.991927045,0.989638706,0.994175255,0.994408432,0.996413745,0.990272755,0.99460856,0.997869903,0.995805358,0.991927045,0.989361339,0.993460543,0.963642131,0.99920727,0.972374592,0.997317343,0.998099538,0.997381502,0.997869594,0.997633281,0.996992141,0.998306025,0.997726234,0.997425171,0.999114481,0.997617345,0.997381502,0.997948519,0.998106144,0.969621991,0.999649969,0.974583568,0.997
3-Sep-25,0.995892024,0.997319196,0.992189338,0.991710584,0.99533033,0.995396165,0.997321372,0.990769626,0.995522202,0.998023408,0.99731549,0.992189338,0.992122378,0.995013781,0.976463177,0.994559873,0.980906512,0.998311628,0.998860919,0.996226068,0.99800975,0.998348393,0.998163847,0.998999844,0.99789401,0.998372302,0.999130831,0.998535865,0.996226068,0.99807328,0.998294025,0.997850987,0.999957071,0.998197,0.997
4-Sep-25,0.995511925,0.997734221,0.993885496,0.990149117,0.995024812,0.995070777,0.997508031,0.988865091,0.995195132,0.997408415,0.998119621,0.993885496,0.990711153,0.994743792,0.976639535,0.994929195,0.981130246,0.99804669,0.998860277,0.997572778,0.997477004,0.998156644,0.997827042,0.998762626,0.996679413,0.997983872,0.999263005,0.999088705,0.997572778,0.997916216,0.998549497,0.994604158,0.994441205,0.994577382,0.997
5-Sep-25,0.995763695,0.997906219,0.995398133,0.992757317,0.995782274,0.995360155,0.997824761,0.992369694,0.995815182,0.997498475,0.998044988,0.995398133,0.992927095,0.995727967,0.974751736,0.997143674,0.980250194,0.998184281,0.99882056,0.998009156,0.997812202,0.998288711,0.99797496,0.99880488,0.998411132,0.998245639,0.999344203,0.998857247,0.998009156,0.997483101,0.998386543,0.989021004,0.998831408,0.990622568,0.997
6-Sep-25,0.996763197,0.99780742,0.993896304,0.993104941,0.996223303,0.996340676,0.997166856,0.992034248,0.996161794,0.998579364,0.998898532,0.993896304,0.993573516,0.996324773,0.986564461,0.999345526,0.989702641,0.998431668,0.998942473,0.997988875,0.998415815,0.998556755,0.998213413,0.9987778,0.998579735,0.99840365,0.999641282,0.999327156,0.997988875,0.998325855,0.998904382,0.990770151,0.999232677,0.992155761,0.997
7-Sep-25,0.996946898,0.997856604,0.996467677,0.994650362,0.996748278,0.996860273,0.997155587,0.993873174,0.996661039,0.99732714,0.999078416,0.996467677,0.994991062,0.996895225,0.993800232,0.998836257,0.994959137,0.99867953,0.999126194,0.99916804,0.998767061,0.998832674,0.998603977,0.999028446,0.999041883,0.998761824,0.999098371,0.999354617,0.99916804,0.998615818,0.998993598,0.995508554,0.998570707,0.996010551,0.997
8-Sep-25,0.996414044,0.997852219,0.995364421,0.990228897,0.995544948,0.996038454,0.99772654,0.992242229,0.996177805,0.998028374,0.998066214,0.995364421,0.989354169,0.994501598,0.985321461,0.980282129,0.984078586,0.998707887,0.999039117,0.997855535,0.997570874,0.998572644,0.998576013,0.998976386,0.998250255,0.99865793,0.999438558,0.999185695,0.997855535,0.997197076,0.998378868,0.995921125,0.995888612,0.995915827,0.997
9-Sep-25,0.995063646,0.997259504,0.994320351,0.991262426,0.994921292,0.994609789,0.997732864,0.989534627,0.995057126,0.997014248,0.996453647,0.994320351,0.992018916,0.994697203,0.969008288,0.995478448,0.97550758,0.997912309,0.999000171,0.998176942,0.997727678,0.998187679,0.997731191,0.998956966,0.997871574,0.998085183,0.998916529,0.999101247,0.998176942,0.997648813,0.998420592,0.988930691,0.999958244,0.990764824,0.997
10-Sep-25,0.995369721,0.994561427,0.99698107,0.990874623,0.994258493,0.995013421,0.996288238,0.985659753,0.994463754,0.996909885,0.991612819,0.99698107,0.993156208,0.993919946,0.982315618,0.999591322,0.986557362,0.998068631,0.997905572,0.998959225,0.997676788,0.997980574,0.997959355,0.998385021,0.997002578,0.997991639,0.998675042,0.996780856,0.998959225,0.998044366,0.997955426,0.997731522,0.999717089,0.998059716,0.997
11-Sep-25,0.996042043,0.995747816,0.994477037,0.988064828,0.994258757,0.995779899,0.996566774,0.981271067,0.994566627,0.997168982,0.994349052,0.994477037,0.991035757,0.993750425,0.977539419,0.996145948,0.982107916,0.998572778,0.997998319,0.997963464,0.996873342,0.998095992,0.99846862,0.998251182,0.995966981,0.998183507,0.999151045,0.99740604,0.997963464,0.99736722,0.997897043,0.996024763,0.99411813,0.995711412,0.997
12-Sep-25,0.995828132,0.996827572,0.997594994,0.98798359,0.994585662,0.995220825,0.997494069,0.987518932,0.995144503,0.998437731,0.995689278,0.997594994,0.988186919,0.993663118,0.970189234,0.975362528,0.971459448,0.998331932,0.998225394,0.999453195,0.996852301,0.998074152,0.998126555,0.998666732,0.996964713,0.998171972,0.999469758,0.997192712,0.999453195,0.996790551,0.997851762,0.995611955,0.997810456,0.995972044,0.997
13-Sep-25,0.996254983,0.99633022,0.999324476,0.989177102,0.994938555,0.996271743,0.99711544,0.989789241,0.995880034,0.996182996,0.994989173,0.999324476,0.988909229,0.99338455,0.977737207,0.992365673,0.981329005,0.99837304,0.997982912,0.999685861,0.997172214,0.998092156,0.998311179,0.998265646,0.997863369,0.998258106,0.998716366,0.997320346,0.999685861,0.996792175,0.997714353,0.988724126,0.998730834,0.990372631,0.997
14-Sep-25,0.996257872,0.997988845,0.995192755,0.991886568,0.995845772,0.996171981,0.997918975,0.990781394,0.996167017,0.996626917,0.998108191,0.995192755,0.992369934,0.995315378,0.986811605,0.994791148,0.988770853,0.998079361,0.998866288,0.997248597,0.997368567,0.998145994,0.997870987,0.998906098,0.997809854,0.998153329,0.999237368,0.998773096,0.997248597,0.997126254,0.998129303,0.989754254,0.997796192,0.991061698,0.997
15-Sep-25,0.996302377,0.997827134,0.992946194,0.989354326,0.995214881,0.996036048,0.997967859,0.991766339,0.996200082,0.997446718,0.997586763,0.992946194,0.988300125,0.993588501,0.990662928,0.991350888,0.990832003,0.998440174,0.998674321,0.996348239,0.99757834,0.99829088,0.998349425,0.998773556,0.997237204,0.998367143,0.998943532,0.998441562,0.996348239,0.997766293,0.998117028,0.99205627,0.982174082,0.990462877,0.997
16-Sep-25,0.995530177,0.996966981,0.996148803,0.986654962,0.994166212,0.995260442,0.996901363,0.988847948,0.995120346,0.996689276,0.997079082,0.996148803,0.985696515,0.992591222,0.958366669,0.992892096,0.966843784,0.9981591,0.998575662,0.998198304,0.996699282,0.998017806,0.998021532,0.998690739,0.997788603,0.998186732,0.998922384,0.998306223,0.998198304,0.996099754,0.997632902,0.979235432,0.994583153,0.981768466,0.997
17-Sep-25,0.994110052,0.99735877,0.993782609,0.988728332,0.993976125,0.993843434,0.997435599,0.989531746,0.994511342,0.995256242,0.997227483,0.993782609,0.988377035,0.993092285,0.952973923,0.978023775,0.959124487,0.997748345,0.998869746,0.997844634,0.997184055,0.997961081,0.997641402,0.998870942,0.998028653,0.998018555,0.998341951,0.998866945,0.997844634,0.996719759,0.997830179,0.979492019,0.996873586,0.982311407,0.997
18-Sep-25,0.995356172,0.99694616,0.992916317,0.989052281,0.994454288,0.99496936,0.996797821,0.990152256,0.995046885,0.997019242,0.997199641,0.992916317,0.98857153,0.993475586,0.969274774,0.968312648,0.969038541,0.998085953,0.998589212,0.997066252,0.996752635,0.997959377,0.998012624,0.998592103,0.998231794,0.998194027,0.998490976,0.998582444,0.997066252,0.99593751,0.997426011,0.989338746,0.986442172,0.98886816,0.997
19-Sep-25,0.996125624,0.997790239,0.999264425,0.992524662,0.996005996,0.995643461,0.997945809,0.993728855,0.996156729,0.998198484,0.997524486,0.999264425,0.991998692,0.99575711,0.985794761,0.929726946,0.972028272,0.998571617,0.998611365,0.999620084,0.997925345,0.998499709,0.998516767,0.998718886,0.998075001,0.998533073,0.9988757,0.998359621,0.999620084,0.997842555,0.998423671,0.993128095,0.988611046,0.992421191,0.997
20-Sep-25,0.9952686,0.997745113,0.997800849,0.989579476,0.994943842,0.994899719,0.997511511,0.99042034,0.995250781,0.996854181,0.998144162,0.997800849,0.989211918,0.994437015,0.987103112,0.926772362,0.972289963,0.998178679,0.998796045,0.999326194,0.997453256,0.998255416,0.99815991,0.998825722,0.997480618,0.99828408,0.998282731,0.998726547,0.999326194,0.997438166,0.998190086,0.985700089,0.966129488,0.982585116,0.997
21-Sep-25,0.997037,0.997388332,0.994885961,0.992379507,0.996111006,0.996876908,0.996986052,0.99128079,0.996349669,0.997725103,0.99807564,0.994885961,0.992860285,0.995715179,0.985538899,0.996855789,0.988317561,0.99859928,0.998620986,0.999632866,0.998090056,0.998545713,0.99858478,0.998424188,0.998237041,0.998508778,0.998679721,0.999081457,0.999632866,0.998009476,0.998629725,0.992437912,0.997210333,0.99321837,0.997
22-Sep-25,0.99570861,0.997702369,0.994049639,0.989289392,0.994934244,0.995245374,0.998141732,0.990779412,0.995685288,0.997699583,0.99695168,0.994049639,0.988638243,0.993694026,0.917673116,0.992870616,0.936136459,0.998254974,0.99884633,0.998214746,0.997411183,0.998268129,0.998046894,0.999055466,0.998558614,0.99837378,0.999408829,0.998356671,0.998214746,0.9967811,0.998027649,0.987411611,0.996150938,0.988924228,0.997
